Serial No,Name,Description,Stars,Forks,Last Commit,Repository URL
15874,lstm-cuda,This is a c++ implementation of an LSTM Neural Network parallelized for a GPU using CUDA,21,11,2017-10-29T13:50:12Z,https://github.com/brandontrabucco/lstm-cuda
15875,OpenPH,Parallel reduction of boundary matrices for Persistent Homology with CUDA,21,5,2021-08-12T13:52:55Z,https://github.com/rodrgo/OpenPH
15876,cuda-PHDSLAM,PHD Filter SLAM with CUDA,21,9,2014-07-17T22:14:55Z,https://github.com/cheesinglee/cuda-PHDSLAM
15877,TCBNN,,21,8,2022-07-25T15:05:30Z,https://github.com/pnnl/TCBNN
15878,GPUPowerTest,A utility for stressing GPUs by driving utilization (and thus power consumption) up and down in user-defined cycle intervals. It will also randomly drop power consumption down to idle and spike it back up,21,6,2023-05-10T18:45:18Z,https://github.com/NVIDIA/GPUPowerTest
15879,YacuDecu,GPU Deconvolution Library with C and Matlab API for nVidia GPUs,21,2,2019-03-02T20:53:29Z,https://github.com/bobpepin/YacuDecu
15880,vDNN,,21,8,2018-11-07T09:15:24Z,https://github.com/shriramsb/vDNN
15881,Learning_CUDA,,21,8,2021-05-07T03:14:34Z,https://github.com/MARD1NO/Learning_CUDA
15882,vectorSparse,,21,9,2022-08-24T17:27:53Z,https://github.com/apuaaChen/vectorSparse
15883,Parallel-DFS,CUDA implementation of parallel Depth First Search (DFS) algorithm and it's comparison with a serial C++ DFS implementation.,21,6,2018-06-28T19:16:06Z,https://github.com/divyanshu-talwar/Parallel-DFS
15884,cytonMt,CytonMT: an Efficient Neural Machine Translation Open-source Toolkit Implemented in C++,21,6,2018-10-28T11:29:21Z,https://github.com/arthurxlw/cytonMt
15885,CUDA_Tutorial,,21,6,2019-10-26T16:13:08Z,https://github.com/DmitryLyakh/CUDA_Tutorial
15886,My-First-CUDA-Code,"The introduction to cuda, a simple and easy cuda project",21,3,2022-05-09T03:58:12Z,https://github.com/xcyuyuyu/My-First-CUDA-Code
15887,Rotated_ROIAlign,"Rotated ROIAlign in pytorch, implemented with CUDA",21,3,2019-10-13T06:28:55Z,https://github.com/looput/Rotated_ROIAlign
15888,cuMat,,21,11,2017-06-22T08:17:04Z,https://github.com/takezo5096/cuMat
15889,MGG_OSDI23,Artifact for OSDI'23: MGG: Accelerating Graph Neural Networks with Fine-grained intra-kernel Communication-Computation Pipelining on Multi-GPU Platforms.,21,2,2023-05-21T14:48:18Z,https://github.com/YukeWang96/MGG_OSDI23
15890,cudawesome,"A collection of awesome algorithms, implemented in CUDA.",21,4,2018-02-06T18:19:09Z,https://github.com/gmarciani/cudawesome
15891,FluidSimulation,fluid simulation on C++ with CUDA and SFML ,21,1,2020-11-24T14:44:20Z,https://github.com/MomoDeve/FluidSimulation
15892,OccuSeg,"This is the official code repository for OccuSeg, a state-of-the-art method for accurate joint 3D semantic and instance segmentation.",21,4,2022-03-02T03:07:46Z,https://github.com/THU-luvision/OccuSeg
15893,cuda_keeloq_brute,Cuda accelerated KeeLoQ Bruteforcer,21,7,2021-07-23T07:28:28Z,https://github.com/neo7530/cuda_keeloq_brute
15894,Cuda-Opengl-LBM,Lattice-Botlzmann fluid simulator using CUDA and OpenGL,21,6,2017-02-26T21:11:47Z,https://github.com/Toms42/Cuda-Opengl-LBM
15895,Robust-visual-odometry-cuda,Visual odometry (based on image intensity) implementation on CUDA,23,2,2018-10-16T19:53:11Z,https://github.com/fracogno/Robust-visual-odometry-cuda
15896,MSWNNM,Multi-Scale Weighted Nuclear Norm Image Restoration,23,17,2018-06-15T08:45:45Z,https://github.com/noamyairTC/MSWNNM
15897,LEARN,,23,17,2018-06-13T05:34:07Z,https://github.com/maybe198376/LEARN
15898,wrox-pro-cuda-c,"Sample code from the book ""Professional CUDA C Programming""",23,15,2023-05-23T12:09:44Z,https://github.com/kriegalex/wrox-pro-cuda-c
15899,CUDA_CNN_ON_HPC,,23,3,2020-08-20T19:44:37Z,https://github.com/erics666/CUDA_CNN_ON_HPC
15900,examples,Example codes appears in lectures,23,5,2022-01-11T18:51:39Z,https://github.com/dlsys-course/examples
15901,cuhornet,,23,24,2023-04-21T20:37:51Z,https://github.com/rapidsai/cuhornet
15902,CUDA_CCL,A Connected Component Labelling algorithm implemented in CUDA,23,4,2021-09-30T07:46:23Z,https://github.com/FolkeV/CUDA_CCL
15903,hybrid_BC,Hybrid methods for Parallel Betweenness Centrality on the GPU,23,10,2018-12-20T18:31:34Z,https://github.com/Adam27X/hybrid_BC
15904,matrix_format_performance,,23,7,2019-11-16T19:00:10Z,https://github.com/gevtushenko/matrix_format_performance
15905,gpuqt,A CUDA-implementation of linear-scaling quantum transport methods,22,11,2023-09-28T18:52:00Z,https://github.com/brucefan1983/gpuqt
15906,total-generalized-variation-stereo-matching-pipeline,GPU implementation of total generalized variation (TGV) stereo matching,22,3,2018-11-19T23:13:11Z,https://github.com/andrewmilson/total-generalized-variation-stereo-matching-pipeline
15907,iBFS,iBFS: Concurrent Breadth-First Search on GPUs. SIGMOD'16,22,11,2017-06-08T01:29:49Z,https://github.com/iHeartGraph/iBFS
15908,Shape-Measure,PyTorch version of shape evaluation metrics,22,3,2020-06-28T02:48:27Z,https://github.com/FengZicai/Shape-Measure
15909,online-softmax,"Benchmark code for the ""Online normalizer calculation for softmax"" paper",22,7,2018-07-27T06:33:42Z,https://github.com/NVIDIA/online-softmax
15910,easy_computed_tomography.github.io,Educational and easy-to-understand parallel-beam computed tomography simulator (implemented both in MATLAB and CUDA),22,4,2019-12-21T01:17:16Z,https://github.com/rehmanali1994/easy_computed_tomography.github.io
15911,3D-Voronoi-GPU,"Source code for paper ""Parallel Computation of 3D Clipped Voronoi Diagrams""",22,5,2020-09-23T06:50:33Z,https://github.com/xh-liu-tech/3D-Voronoi-GPU
15912,LOGAN,LOGAN: High-Performance GPU-Based X-Drop Long-Read Alignment.,22,4,2022-09-23T09:39:52Z,https://github.com/albertozeni/LOGAN
15913,PSROIAlign-Multi-Batch-PyTorch,PSROIAlign with multi-batch training support in PyTorch,22,2,2019-06-20T15:44:32Z,https://github.com/McDo/PSROIAlign-Multi-Batch-PyTorch
15914,ATOS,Multi-GPU dynamic scheduler using PGAS style cross-GPU communication,22,2,2023-07-23T07:38:43Z,https://github.com/owensgroup/ATOS
15915,parallel-DDP,"Code supporting the WAFR paper ""A Performance Analysis of Differential Dynamic Programming on a GPU,"" and the ICRA workshop follow on work deploying the algorithm onto robot hardware.",22,8,2023-09-12T19:08:43Z,https://github.com/plancherb1/parallel-DDP
15916,graphCut,Graph Cut Algorithm in CUDA,21,4,2019-06-01T18:36:38Z,https://github.com/metthueshoo/graphCut
15917,lstm-cuda,This is a c++ implementation of an LSTM Neural Network parallelized for a GPU using CUDA,21,11,2017-10-29T13:50:12Z,https://github.com/brandontrabucco/lstm-cuda
15918,OpenPH,Parallel reduction of boundary matrices for Persistent Homology with CUDA,21,5,2021-08-12T13:52:55Z,https://github.com/rodrgo/OpenPH
15919,cuda-PHDSLAM,PHD Filter SLAM with CUDA,21,9,2014-07-17T22:14:55Z,https://github.com/cheesinglee/cuda-PHDSLAM
15920,TCBNN,,21,8,2022-07-25T15:05:30Z,https://github.com/pnnl/TCBNN
15921,GPUPowerTest,A utility for stressing GPUs by driving utilization (and thus power consumption) up and down in user-defined cycle intervals. It will also randomly drop power consumption down to idle and spike it back up,21,6,2023-05-10T18:45:18Z,https://github.com/NVIDIA/GPUPowerTest
15922,YacuDecu,GPU Deconvolution Library with C and Matlab API for nVidia GPUs,21,2,2019-03-02T20:53:29Z,https://github.com/bobpepin/YacuDecu
15923,vDNN,,21,8,2018-11-07T09:15:24Z,https://github.com/shriramsb/vDNN
15924,Learning_CUDA,,21,8,2021-05-07T03:14:34Z,https://github.com/MARD1NO/Learning_CUDA
15925,vectorSparse,,21,9,2022-08-24T17:27:53Z,https://github.com/apuaaChen/vectorSparse
15926,Parallel-DFS,CUDA implementation of parallel Depth First Search (DFS) algorithm and it's comparison with a serial C++ DFS implementation.,21,6,2018-06-28T19:16:06Z,https://github.com/divyanshu-talwar/Parallel-DFS
15927,cytonMt,CytonMT: an Efficient Neural Machine Translation Open-source Toolkit Implemented in C++,21,6,2018-10-28T11:29:21Z,https://github.com/arthurxlw/cytonMt
15928,CUDA_Tutorial,,21,6,2019-10-26T16:13:08Z,https://github.com/DmitryLyakh/CUDA_Tutorial
15929,My-First-CUDA-Code,"The introduction to cuda, a simple and easy cuda project",21,3,2022-05-09T03:58:12Z,https://github.com/xcyuyuyu/My-First-CUDA-Code
15930,Rotated_ROIAlign,"Rotated ROIAlign in pytorch, implemented with CUDA",21,3,2019-10-13T06:28:55Z,https://github.com/looput/Rotated_ROIAlign
15931,cuMat,,21,11,2017-06-22T08:17:04Z,https://github.com/takezo5096/cuMat
15932,MGG_OSDI23,Artifact for OSDI'23: MGG: Accelerating Graph Neural Networks with Fine-grained intra-kernel Communication-Computation Pipelining on Multi-GPU Platforms.,21,2,2023-05-21T14:48:18Z,https://github.com/YukeWang96/MGG_OSDI23
15933,cudawesome,"A collection of awesome algorithms, implemented in CUDA.",21,4,2018-02-06T18:19:09Z,https://github.com/gmarciani/cudawesome
15934,FluidSimulation,fluid simulation on C++ with CUDA and SFML ,21,1,2020-11-24T14:44:20Z,https://github.com/MomoDeve/FluidSimulation
15935,OccuSeg,"This is the official code repository for OccuSeg, a state-of-the-art method for accurate joint 3D semantic and instance segmentation.",21,4,2022-03-02T03:07:46Z,https://github.com/THU-luvision/OccuSeg
15936,cuda_keeloq_brute,Cuda accelerated KeeLoQ Bruteforcer,21,7,2021-07-23T07:28:28Z,https://github.com/neo7530/cuda_keeloq_brute
15937,Cuda-Opengl-LBM,Lattice-Botlzmann fluid simulator using CUDA and OpenGL,21,6,2017-02-26T21:11:47Z,https://github.com/Toms42/Cuda-Opengl-LBM
15938,Robust-visual-odometry-cuda,Visual odometry (based on image intensity) implementation on CUDA,23,2,2018-10-16T19:53:11Z,https://github.com/fracogno/Robust-visual-odometry-cuda
15939,MSWNNM,Multi-Scale Weighted Nuclear Norm Image Restoration,23,17,2018-06-15T08:45:45Z,https://github.com/noamyairTC/MSWNNM
15940,LEARN,,23,17,2018-06-13T05:34:07Z,https://github.com/maybe198376/LEARN
15941,wrox-pro-cuda-c,"Sample code from the book ""Professional CUDA C Programming""",23,15,2023-05-23T12:09:44Z,https://github.com/kriegalex/wrox-pro-cuda-c
15942,CUDA_CNN_ON_HPC,,23,3,2020-08-20T19:44:37Z,https://github.com/erics666/CUDA_CNN_ON_HPC
15943,examples,Example codes appears in lectures,23,5,2022-01-11T18:51:39Z,https://github.com/dlsys-course/examples
15944,cuhornet,,23,24,2023-04-21T20:37:51Z,https://github.com/rapidsai/cuhornet
15945,CUDA_CCL,A Connected Component Labelling algorithm implemented in CUDA,23,4,2021-09-30T07:46:23Z,https://github.com/FolkeV/CUDA_CCL
15946,hybrid_BC,Hybrid methods for Parallel Betweenness Centrality on the GPU,23,10,2018-12-20T18:31:34Z,https://github.com/Adam27X/hybrid_BC
15947,matrix_format_performance,,23,7,2019-11-16T19:00:10Z,https://github.com/gevtushenko/matrix_format_performance
15948,gpuqt,A CUDA-implementation of linear-scaling quantum transport methods,22,11,2023-09-28T18:52:00Z,https://github.com/brucefan1983/gpuqt
15949,total-generalized-variation-stereo-matching-pipeline,GPU implementation of total generalized variation (TGV) stereo matching,22,3,2018-11-19T23:13:11Z,https://github.com/andrewmilson/total-generalized-variation-stereo-matching-pipeline
15950,iBFS,iBFS: Concurrent Breadth-First Search on GPUs. SIGMOD'16,22,11,2017-06-08T01:29:49Z,https://github.com/iHeartGraph/iBFS
15951,Shape-Measure,PyTorch version of shape evaluation metrics,22,3,2020-06-28T02:48:27Z,https://github.com/FengZicai/Shape-Measure
15952,online-softmax,"Benchmark code for the ""Online normalizer calculation for softmax"" paper",22,7,2018-07-27T06:33:42Z,https://github.com/NVIDIA/online-softmax
15953,easy_computed_tomography.github.io,Educational and easy-to-understand parallel-beam computed tomography simulator (implemented both in MATLAB and CUDA),22,4,2019-12-21T01:17:16Z,https://github.com/rehmanali1994/easy_computed_tomography.github.io
15954,3D-Voronoi-GPU,"Source code for paper ""Parallel Computation of 3D Clipped Voronoi Diagrams""",22,5,2020-09-23T06:50:33Z,https://github.com/xh-liu-tech/3D-Voronoi-GPU
15955,LOGAN,LOGAN: High-Performance GPU-Based X-Drop Long-Read Alignment.,22,4,2022-09-23T09:39:52Z,https://github.com/albertozeni/LOGAN
15956,PSROIAlign-Multi-Batch-PyTorch,PSROIAlign with multi-batch training support in PyTorch,22,2,2019-06-20T15:44:32Z,https://github.com/McDo/PSROIAlign-Multi-Batch-PyTorch
15957,ATOS,Multi-GPU dynamic scheduler using PGAS style cross-GPU communication,22,2,2023-07-23T07:38:43Z,https://github.com/owensgroup/ATOS
15958,parallel-DDP,"Code supporting the WAFR paper ""A Performance Analysis of Differential Dynamic Programming on a GPU,"" and the ICRA workshop follow on work deploying the algorithm onto robot hardware.",22,8,2023-09-12T19:08:43Z,https://github.com/plancherb1/parallel-DDP
15959,graphCut,Graph Cut Algorithm in CUDA,21,4,2019-06-01T18:36:38Z,https://github.com/metthueshoo/graphCut
15960,lstm-cuda,This is a c++ implementation of an LSTM Neural Network parallelized for a GPU using CUDA,21,11,2017-10-29T13:50:12Z,https://github.com/brandontrabucco/lstm-cuda
15961,OpenPH,Parallel reduction of boundary matrices for Persistent Homology with CUDA,21,5,2021-08-12T13:52:55Z,https://github.com/rodrgo/OpenPH
15962,cuda-PHDSLAM,PHD Filter SLAM with CUDA,21,9,2014-07-17T22:14:55Z,https://github.com/cheesinglee/cuda-PHDSLAM
15963,TCBNN,,21,8,2022-07-25T15:05:30Z,https://github.com/pnnl/TCBNN
15964,GPUPowerTest,A utility for stressing GPUs by driving utilization (and thus power consumption) up and down in user-defined cycle intervals. It will also randomly drop power consumption down to idle and spike it back up,21,6,2023-05-10T18:45:18Z,https://github.com/NVIDIA/GPUPowerTest
15965,YacuDecu,GPU Deconvolution Library with C and Matlab API for nVidia GPUs,21,2,2019-03-02T20:53:29Z,https://github.com/bobpepin/YacuDecu
15966,vDNN,,21,8,2018-11-07T09:15:24Z,https://github.com/shriramsb/vDNN
15967,Learning_CUDA,,21,8,2021-05-07T03:14:34Z,https://github.com/MARD1NO/Learning_CUDA
15968,vectorSparse,,21,9,2022-08-24T17:27:53Z,https://github.com/apuaaChen/vectorSparse
15969,Parallel-DFS,CUDA implementation of parallel Depth First Search (DFS) algorithm and it's comparison with a serial C++ DFS implementation.,21,6,2018-06-28T19:16:06Z,https://github.com/divyanshu-talwar/Parallel-DFS
15970,cytonMt,CytonMT: an Efficient Neural Machine Translation Open-source Toolkit Implemented in C++,21,6,2018-10-28T11:29:21Z,https://github.com/arthurxlw/cytonMt
15971,CUDA_Tutorial,,21,6,2019-10-26T16:13:08Z,https://github.com/DmitryLyakh/CUDA_Tutorial
15972,My-First-CUDA-Code,"The introduction to cuda, a simple and easy cuda project",21,3,2022-05-09T03:58:12Z,https://github.com/xcyuyuyu/My-First-CUDA-Code
15973,Rotated_ROIAlign,"Rotated ROIAlign in pytorch, implemented with CUDA",21,3,2019-10-13T06:28:55Z,https://github.com/looput/Rotated_ROIAlign
15974,cuMat,,21,11,2017-06-22T08:17:04Z,https://github.com/takezo5096/cuMat
15975,MGG_OSDI23,Artifact for OSDI'23: MGG: Accelerating Graph Neural Networks with Fine-grained intra-kernel Communication-Computation Pipelining on Multi-GPU Platforms.,21,2,2023-05-21T14:48:18Z,https://github.com/YukeWang96/MGG_OSDI23
15976,cudawesome,"A collection of awesome algorithms, implemented in CUDA.",21,4,2018-02-06T18:19:09Z,https://github.com/gmarciani/cudawesome
15977,FluidSimulation,fluid simulation on C++ with CUDA and SFML ,21,1,2020-11-24T14:44:20Z,https://github.com/MomoDeve/FluidSimulation
15978,OccuSeg,"This is the official code repository for OccuSeg, a state-of-the-art method for accurate joint 3D semantic and instance segmentation.",21,4,2022-03-02T03:07:46Z,https://github.com/THU-luvision/OccuSeg
15979,cuda_keeloq_brute,Cuda accelerated KeeLoQ Bruteforcer,21,7,2021-07-23T07:28:28Z,https://github.com/neo7530/cuda_keeloq_brute
15980,Cuda-Opengl-LBM,Lattice-Botlzmann fluid simulator using CUDA and OpenGL,21,6,2017-02-26T21:11:47Z,https://github.com/Toms42/Cuda-Opengl-LBM
15981,Robust-visual-odometry-cuda,Visual odometry (based on image intensity) implementation on CUDA,23,2,2018-10-16T19:53:11Z,https://github.com/fracogno/Robust-visual-odometry-cuda
15982,MSWNNM,Multi-Scale Weighted Nuclear Norm Image Restoration,23,17,2018-06-15T08:45:45Z,https://github.com/noamyairTC/MSWNNM
15983,LEARN,,23,17,2018-06-13T05:34:07Z,https://github.com/maybe198376/LEARN
15984,wrox-pro-cuda-c,"Sample code from the book ""Professional CUDA C Programming""",23,15,2023-05-23T12:09:44Z,https://github.com/kriegalex/wrox-pro-cuda-c
15985,CUDA_CNN_ON_HPC,,23,3,2020-08-20T19:44:37Z,https://github.com/erics666/CUDA_CNN_ON_HPC
15986,examples,Example codes appears in lectures,23,5,2022-01-11T18:51:39Z,https://github.com/dlsys-course/examples
15987,cuhornet,,23,24,2023-04-21T20:37:51Z,https://github.com/rapidsai/cuhornet
15988,CUDA_CCL,A Connected Component Labelling algorithm implemented in CUDA,23,4,2021-09-30T07:46:23Z,https://github.com/FolkeV/CUDA_CCL
15989,hybrid_BC,Hybrid methods for Parallel Betweenness Centrality on the GPU,23,10,2018-12-20T18:31:34Z,https://github.com/Adam27X/hybrid_BC
15990,matrix_format_performance,,23,7,2019-11-16T19:00:10Z,https://github.com/gevtushenko/matrix_format_performance
15991,gpuqt,A CUDA-implementation of linear-scaling quantum transport methods,22,11,2023-09-28T18:52:00Z,https://github.com/brucefan1983/gpuqt
15992,total-generalized-variation-stereo-matching-pipeline,GPU implementation of total generalized variation (TGV) stereo matching,22,3,2018-11-19T23:13:11Z,https://github.com/andrewmilson/total-generalized-variation-stereo-matching-pipeline
15993,iBFS,iBFS: Concurrent Breadth-First Search on GPUs. SIGMOD'16,22,11,2017-06-08T01:29:49Z,https://github.com/iHeartGraph/iBFS
15994,Shape-Measure,PyTorch version of shape evaluation metrics,22,3,2020-06-28T02:48:27Z,https://github.com/FengZicai/Shape-Measure
15995,online-softmax,"Benchmark code for the ""Online normalizer calculation for softmax"" paper",22,7,2018-07-27T06:33:42Z,https://github.com/NVIDIA/online-softmax
15996,easy_computed_tomography.github.io,Educational and easy-to-understand parallel-beam computed tomography simulator (implemented both in MATLAB and CUDA),22,4,2019-12-21T01:17:16Z,https://github.com/rehmanali1994/easy_computed_tomography.github.io
